ID,Requirement,Applicable,Status Before,Evidence Before,Gap,Fix Needed,Status After,Evidence After,Files Changed,Notes
C.3.2-045,Does searching in English “Lists” satisfy case insensitivity?,Yes,PARTIAL,"Search filters use SQLAlchemy `.ilike()` (frontend.py:278,281,286-288; admin_endpoints.py:1772-1780) which is case-insensitive by default in PostgreSQL/SQLite","Case-insensitive search confirmed via `ilike()` for English text fields, but coverage across all list endpoints not fully verified",Confirm ilike() (or equivalent) is used consistently on every searchable English field sitewide,PARTIAL,"Search filters use SQLAlchemy `.ilike()` (frontend.py:278,281,286-288; admin_endpoints.py:1772-1780) which is case-insensitive by default in PostgreSQL/SQLite",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-046,Are “Lists” items titled clearly?,Yes,PARTIAL,"Sampled list titles are clear and specific, e.g. kindergarten names (templates/kindergartens/list.html:144), report types (templates/reports/list.html); no vague/generic titles observed in samples","Titles are clear in sampled list pages, but full coverage of all 122 templates not verified",Spot-check remaining list templates for title clarity,PARTIAL,"Sampled list titles are clear and specific, e.g. kindergarten names (templates/kindergartens/list.html:144), report types (templates/reports/list.html); no vague/generic titles observed in samples",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-047,Does “List” item title consist of 70 characters at most?,Yes,PARTIAL,"Kindergarten names (name_ar/name_en, models.py:268-269) are VARCHAR(255), well over a 70-char enforced limit; no character-count validation found in validators.py for list-item titles",No 70-character max enforced on any list-item title field (DB allows up to 255 chars); not verified if real data exceeds 70 chars in practice,Add a 70-char soft limit/truncation rule for list-item title display if titles can exceed it,PARTIAL,"Kindergarten names (name_ar/name_en, models.py:268-269) are VARCHAR(255), well over a 70-char enforced limit; no character-count validation found in validators.py for list-item titles",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-048,Does the “List” page show the whole item title?,Yes,MATCH,"templates/kindergartens/list.html:144 `<strong>{{ kg.name_en if ... else kg.name_ar }}</strong>` renders the full title without CSS truncation (no `text-overflow:ellipsis` applied to this cell, confirmed by reading the table markup)",None — list pages show full item titles untruncated in sampled markup,None,MATCH,"templates/kindergartens/list.html:144 `<strong>{{ kg.name_en if ... else kg.name_ar }}</strong>` renders the full title without CSS truncation (no `text-overflow:ellipsis` applied to this cell, confirmed by reading the table markup)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-049,Do “Lists” items show briefs under their titles?,Yes,PARTIAL,"templates/kindergartens/list.html:144-148 shows a secondary line (alternate-language name) under the title, acting as a brief, but it's not a content-summary brief in the GWS sense (e.g., no description excerpt)","""Briefs"" shown are limited to a secondary name line, not a true content summary/excerpt under each list item",Add a one-line descriptive brief (not just alt-name) under list-item titles if list items represent content/services,PARTIAL,"templates/kindergartens/list.html:144-148 shows a secondary line (alternate-language name) under the title, acting as a brief, but it's not a content-summary brief in the GWS sense (e.g., no description excerpt)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-050,Are details links for “Lists” items expressed using the term (view or read more)?,Yes,MATCH,"templates/reports/list.html:204 uses `tr('عرض التقرير', 'View report')` as the detail link label, matching the ""view/read more"" convention",None,None,MATCH,"templates/reports/list.html:204 uses `tr('عرض التقرير', 'View report')` as the detail link label, matching the ""view/read more"" convention",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-051,"Are “List” items sorted based on its content? For example, Priority, date, alphabetical, etc.",Yes,MATCH,frontend.py:1311 and contact-messages admin_endpoints.py:1792/1519 use `.order_by(...desc())` (date-based sorting); frontend.py:579 sorts kindergartens by name_ar (alphabetical),"None — sorting (date desc, alphabetical) confirmed on sampled list endpoints",None,MATCH,frontend.py:1311 and contact-messages admin_endpoints.py:1792/1519 use `.order_by(...desc())` (date-based sorting); frontend.py:579 sorts kindergartens by name_ar (alphabetical),,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-052,Does the website provide a Service Guide?,Yes,MISMATCH,NOT FOUND - no Service Guide page exists at all (see C.3.1-008); templates/auth/register.html and templates/enrollment/create.html are bare forms with no descriptive service content,No Service Guide exists to provide for the enrollment service,Build a Service Guide page (see C.3.1-008 fix),MISMATCH,NOT FOUND - no Service Guide page exists at all (see C.3.1-008); templates/auth/register.html and templates/enrollment/create.html are bare forms with no descriptive service content,,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-053,"Are services in the Service Guide categorized based on the site visitors’ point of view? For example, categorized in terms of service type, not in terms of the department that provides the service.",Yes,MISMATCH,"N/A pending C.3.2-052 — no Service Guide exists, so no categorization logic can be evaluated",Cannot evaluate service categorization since no Service Guide exists,"Resolve C.3.1-008/C.3.2-052 first, then design visitor-oriented categorization",MISMATCH,"N/A pending C.3.2-052 — no Service Guide exists, so no categorization logic can be evaluated",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-054,Does the Service Guide support search functionality in case the list contains more than 10 services?,Yes,MISMATCH,"N/A pending C.3.2-052 — no Service Guide exists, so no search functionality within it can be evaluated",Cannot evaluate Service Guide search since the page doesn't exist,Resolve C.3.1-008/C.3.2-052 first,MISMATCH,"N/A pending C.3.2-052 — no Service Guide exists, so no search functionality within it can be evaluated",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-055,Does searching in the Service Guide neglect Arabic special letters?,Yes,MISMATCH,N/A pending C.3.2-052 — no Service Guide search to test Arabic normalization against; consistent with C.3.2-044 finding that no live search normalizes Arabic,"Cannot evaluate; no Service Guide exists, and even existing searches don't normalize Arabic (C.3.2-044)","Resolve C.3.1-008/C.3.2-052 first, then apply Arabic normalization fix from C.3.2-044",MISMATCH,N/A pending C.3.2-052 — no Service Guide search to test Arabic normalization against; consistent with C.3.2-044 finding that no live search normalizes Arabic,,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-056,Does searching in the English Service Guide satisfy case insensitivity?,Yes,MISMATCH,N/A pending C.3.2-052 — no Service Guide search exists; general site search uses ilike() (case-insensitive) per C.3.2-045 but that pattern hasn't been applied to a (non-existent) Service Guide,Cannot evaluate; no Service Guide exists,"Resolve C.3.1-008/C.3.2-052 first, reuse ilike() pattern from C.3.2-045",MISMATCH,N/A pending C.3.2-052 — no Service Guide search exists; general site search uses ilike() (case-insensitive) per C.3.2-045 but that pattern hasn't been applied to a (non-existent) Service Guide,,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-057,"If services in the Service Guide are categorized, are they categorized based on the visitors’ point of view?",Yes,MISMATCH,N/A pending C.3.2-052 — no Service Guide categories exist to evaluate,Cannot evaluate; no Service Guide exists,Resolve C.3.1-008/C.3.2-052 first,MISMATCH,N/A pending C.3.2-052 — no Service Guide categories exist to evaluate,,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-058,"In case of subcategorized lists, are all items displayed by default?",Yes,MISMATCH,"N/A pending C.3.2-052 — no subcategorized lists in a Service Guide exist (kindergartens list has flat filters only, templates/kindergartens/list.html:70-94, no subcategories)",Cannot evaluate; no Service Guide with subcategories exists,Resolve C.3.1-008/C.3.2-052 first,MISMATCH,"N/A pending C.3.2-052 — no subcategorized lists in a Service Guide exist (kindergartens list has flat filters only, templates/kindergartens/list.html:70-94, no subcategories)",,No code change made in this audit pass; see Gap / Fix Needed.
C.3.2-059,Does clicking on a certain search result lead the visitor to the related Service Card page?,Yes,MISMATCH,"N/A pending C.3.2-052 — no Service Guide search results or Service Card destination exist; closest analog frontend.py:331 (/kindergartens/{kg_id}) is auth-gated, not a public Service Card",No click-through from a search result to a Service Card exists because neither the search nor the Service Card exists publicly,Resolve C.3.1-008/C.3.2-052/060 first,MISMATCH,"N/A pending C.3.2-052 — no Service Guide search results or Service Card destination exist; closest analog frontend.py:331 (/kindergartens/{kg_id}) is auth-gated, not a public Service Card",,No code change made in this audit pass; see Gap / Fix Needed.
